date,store_id,region,store_type,walkability_score,category,units_sold,price,base_price,unit_cost,discount_pct,temperature_f,precipitation_in,day_of_week,is_weekend,is_holiday,week_start,revenue,gross_margin,is_promoted,trailing_28d_units,trailing_28d_margin,baseline_units,baseline_margin
2025-07-10,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,77.5,0.105,Thursday,0,0,2025-07-07,163.35,122.1,0,35.75,129.25964285714286,35.75,129.25964285714286
2025-07-11,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,76.2,0.015,Friday,0,0,2025-07-07,163.35,122.1,0,35.5,128.33464285714285,35.5,128.33464285714285
2025-07-12,S010,Seattle,urban_core,59.0,tea,38,4.95,4.95,1.25,0.0,76.4,0.018,Saturday,1,0,2025-07-07,188.1,140.6,0,35.57142857142857,128.59892857142856,35.57142857142857,128.59892857142856
2025-07-13,S010,Seattle,urban_core,59.0,tea,38,4.95,4.95,1.25,0.0,84.0,0.0,Sunday,1,0,2025-07-07,188.1,140.6,0,35.357142857142854,128.57607142857142,35.357142857142854,128.57607142857142
2025-07-14,S010,Seattle,urban_core,59.0,tea,42,4.95,4.95,1.25,0.0,70.6,0.289,Monday,0,0,2025-07-14,207.9,155.4,0,35.714285714285715,129.8975,35.714285714285715,129.8975
2025-07-15,S010,Seattle,urban_core,59.0,tea,38,4.95,4.95,1.25,0.0,77.4,0.043,Tuesday,0,0,2025-07-14,188.1,140.6,0,35.25,128.17964285714285,35.25,128.17964285714285
2025-07-16,S010,Seattle,urban_core,59.0,tea,36,4.95,4.95,1.25,0.0,75.0,0.112,Wednesday,0,0,2025-07-14,178.2,133.2,0,35.714285714285715,129.8975,35.714285714285715,129.8975
2025-07-17,S010,Seattle,urban_core,59.0,tea,30,4.95,4.95,1.25,0.0,68.5,0.039,Thursday,0,0,2025-07-14,148.5,111.0,0,35.92857142857143,130.69035714285715,35.92857142857143,130.69035714285715
2025-07-18,S010,Seattle,urban_core,59.0,tea,21,4.95,4.95,1.25,0.0,76.2,0.267,Friday,0,0,2025-07-14,103.95,77.7,0,35.392857142857146,128.7082142857143,35.392857142857146,128.7082142857143
2025-07-19,S010,Seattle,urban_core,59.0,tea,46,4.95,4.95,1.25,0.0,77.1,0.0,Saturday,1,0,2025-07-14,227.7,170.2,0,34.714285714285715,126.1975,34.714285714285715,126.1975
2025-07-20,S010,Seattle,urban_core,59.0,tea,36,4.95,4.95,1.25,0.0,73.5,0.154,Sunday,1,0,2025-07-14,178.2,133.2,0,34.5,125.40464285714286,34.5,125.40464285714286
2025-07-21,S010,Seattle,urban_core,59.0,tea,41,4.95,4.95,1.25,0.0,73.2,0.062,Monday,0,0,2025-07-21,202.95,151.7,0,34.214285714285715,124.3475,34.214285714285715,124.3475
2025-07-22,S010,Seattle,urban_core,59.0,tea,29,4.95,4.95,1.25,0.0,70.6,0.0,Tuesday,0,0,2025-07-21,143.55,107.3,0,34.75,126.32964285714286,34.75,126.32964285714286
2025-07-23,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,66.9,0.0,Wednesday,0,0,2025-07-21,163.35,122.1,0,34.464285714285715,125.27250000000001,34.464285714285715,125.27250000000001
2025-07-24,S010,Seattle,urban_core,59.0,tea,40,4.95,4.95,1.25,0.0,80.6,0.0,Thursday,0,0,2025-07-21,198.0,148.0,0,34.607142857142854,125.80107142857142,34.607142857142854,125.80107142857142
2025-07-25,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,78.4,0.312,Friday,0,0,2025-07-21,193.05,144.3,0,34.607142857142854,126.50107142857142,34.607142857142854,126.50107142857142
2025-07-26,S010,Seattle,urban_core,59.0,tea,43,4.95,4.95,1.25,0.0,74.0,0.064,Saturday,1,0,2025-07-21,212.85,159.1,0,34.57142857142857,126.36892857142857,34.57142857142857,126.36892857142857
2025-07-27,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,69.9,0.0,Sunday,1,0,2025-07-21,193.05,144.3,0,34.785714285714285,127.1617857142857,34.785714285714285,127.1617857142857
2025-07-28,S010,Seattle,urban_core,59.0,tea,34,4.95,4.95,1.25,0.0,75.3,0.0,Monday,0,0,2025-07-28,168.3,125.8,0,34.75,127.02964285714286,34.75,127.02964285714286
2025-07-29,S010,Seattle,urban_core,59.0,tea,26,4.95,4.95,1.25,0.0,71.6,0.028,Tuesday,0,0,2025-07-28,128.7,96.2,0,35.035714285714285,128.0867857142857,35.035714285714285,128.0867857142857
2025-07-30,S010,Seattle,urban_core,59.0,tea,29,4.95,4.95,1.25,0.0,68.0,0.0,Wednesday,0,0,2025-07-28,143.55,107.3,0,34.42857142857143,126.59285714285714,34.42857142857143,126.59285714285714
2025-07-31,S010,Seattle,urban_core,59.0,tea,28,4.95,4.95,1.25,0.0,71.4,0.066,Thursday,0,0,2025-07-28,138.6,103.6,0,34.392857142857146,126.46071428571429,34.392857142857146,126.46071428571429
2025-08-01,S010,Seattle,urban_core,59.0,tea,26,4.95,4.95,1.25,0.0,73.2,0.0,Friday,0,0,2025-07-28,128.7,96.2,0,34.32142857142857,126.19642857142857,34.32142857142857,126.19642857142857
2025-08-02,S010,Seattle,urban_core,59.0,tea,49,4.95,4.95,1.25,0.0,78.9,0.037,Saturday,1,0,2025-07-28,242.55,181.3,0,34.42857142857143,126.59285714285714,34.42857142857143,126.59285714285714
2025-08-03,S010,Seattle,urban_core,59.0,tea,34,4.95,4.95,1.25,0.0,80.1,0.0,Sunday,1,0,2025-07-28,168.3,125.8,0,34.92857142857143,128.44285714285715,34.92857142857143,128.44285714285715
2025-08-04,S010,Seattle,urban_core,59.0,tea,27,4.95,4.95,1.25,0.0,67.3,0.0,Monday,0,0,2025-08-04,133.65,99.9,0,34.857142857142854,128.17857142857142,34.857142857142854,128.17857142857142
2025-08-05,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,64.8,0.056,Tuesday,0,0,2025-08-04,163.35,122.1,0,34.67857142857143,127.51785714285714,34.67857142857143,127.51785714285714
2025-08-06,S010,Seattle,urban_core,59.0,tea,35,4.95,4.95,1.25,0.0,69.4,0.044,Wednesday,0,0,2025-08-04,173.25,129.5,0,34.67857142857143,127.51785714285714,34.67857142857143,127.51785714285714
2025-08-07,S010,Seattle,urban_core,59.0,tea,42,4.95,4.95,1.25,0.0,62.7,0.05,Thursday,0,0,2025-08-04,207.9,155.4,0,34.857142857142854,128.97142857142856,34.857142857142854,128.97142857142856
2025-08-08,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,68.1,0.009,Friday,0,0,2025-08-04,163.35,122.1,0,35.17857142857143,130.16071428571428,35.17857142857143,130.16071428571428
2025-08-09,S010,Seattle,urban_core,59.0,tea,42,4.95,4.95,1.25,0.0,83.0,0.0,Saturday,1,0,2025-08-04,207.9,155.4,0,35.17857142857143,130.16071428571428,35.17857142857143,130.16071428571428
2025-08-10,S010,Seattle,urban_core,59.0,tea,69,4.21,4.95,1.25,0.15,70.4,0.0,Sunday,1,0,2025-08-04,290.49,204.24,1,35.32142857142857,130.68928571428572,35.32142857142857,130.68928571428572
2025-08-11,S010,Seattle,urban_core,59.0,tea,31,4.95,4.95,1.25,0.0,56.5,0.0,Monday,0,0,2025-08-11,153.45,114.7,0,36.42857142857143,132.96214285714285,36.42857142857143,132.96214285714285
2025-08-12,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,81.4,0.0,Tuesday,0,0,2025-08-11,163.35,122.1,0,36.035714285714285,131.50857142857143,36.035714285714285,131.50857142857143
2025-08-13,S010,Seattle,urban_core,59.0,tea,34,4.95,4.95,1.25,0.0,72.2,0.027,Wednesday,0,0,2025-08-11,168.3,125.8,0,35.857142857142854,130.84785714285712,35.857142857142854,130.84785714285712
2025-08-14,S010,Seattle,urban_core,59.0,tea,30,4.95,4.95,1.25,0.0,76.7,0.027,Thursday,0,0,2025-08-11,148.5,111.0,0,35.785714285714285,130.58357142857145,35.785714285714285,130.58357142857145
2025-08-15,S010,Seattle,urban_core,59.0,tea,46,4.46,4.95,1.25,0.1,70.6,0.0,Friday,0,0,2025-08-11,205.16,147.66,1,35.785714285714285,130.58357142857145,35.785714285714285,130.58357142857145
2025-08-16,S010,Seattle,urban_core,59.0,tea,44,4.95,4.95,1.25,0.0,68.1,0.0,Saturday,1,0,2025-08-11,217.8,162.8,0,36.67857142857143,133.08214285714286,36.67857142857143,133.08214285714286
2025-08-17,S010,Seattle,urban_core,59.0,tea,34,4.95,4.95,1.25,0.0,69.3,0.0,Sunday,1,0,2025-08-11,168.3,125.8,0,36.607142857142854,132.81785714285715,36.607142857142854,132.81785714285715
2025-08-18,S010,Seattle,urban_core,59.0,tea,26,4.95,4.95,1.25,0.0,73.9,0.015,Monday,0,0,2025-08-18,128.7,96.2,0,36.535714285714285,132.55357142857142,36.535714285714285,132.55357142857142
2025-08-19,S010,Seattle,urban_core,59.0,tea,30,4.95,4.95,1.25,0.0,66.7,0.0,Tuesday,0,0,2025-08-18,148.5,111.0,0,36.0,130.57142857142858,36.0,130.57142857142858
2025-08-20,S010,Seattle,urban_core,59.0,tea,40,4.95,4.95,1.25,0.0,69.8,0.016,Wednesday,0,0,2025-08-18,198.0,148.0,0,36.035714285714285,130.70357142857142,36.035714285714285,130.70357142857142
2025-08-21,S010,Seattle,urban_core,59.0,tea,40,4.95,4.95,1.25,0.0,67.9,0.0,Thursday,0,0,2025-08-18,198.0,148.0,0,36.285714285714285,131.62857142857143,36.285714285714285,131.62857142857143
2025-08-22,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,71.3,0.022,Friday,0,0,2025-08-18,163.35,122.1,0,36.285714285714285,131.62857142857143,36.285714285714285,131.62857142857143
2025-08-23,S010,Seattle,urban_core,59.0,tea,51,4.95,4.95,1.25,0.0,70.7,0.0,Saturday,1,0,2025-08-18,252.45,188.7,0,36.07142857142857,130.8357142857143,36.07142857142857,130.8357142857143
2025-08-24,S010,Seattle,urban_core,59.0,tea,48,4.46,4.95,1.25,0.1,75.3,0.108,Sunday,1,0,2025-08-18,214.08,154.08,1,36.357142857142854,131.89285714285714,36.357142857142854,131.89285714285714
2025-08-25,S010,Seattle,urban_core,59.0,tea,26,4.95,4.95,1.25,0.0,70.5,0.0,Monday,0,0,2025-08-25,128.7,96.2,0,36.67857142857143,132.24214285714285,36.67857142857143,132.24214285714285
2025-08-26,S010,Seattle,urban_core,59.0,tea,42,4.21,4.95,1.25,0.15,74.9,0.082,Tuesday,0,0,2025-08-25,176.82,124.32,1,36.392857142857146,131.185,36.392857142857146,131.185
2025-08-27,S010,Seattle,urban_core,59.0,tea,41,4.46,4.95,1.25,0.1,72.6,0.0,Wednesday,0,0,2025-08-25,182.86,131.61,1,36.964285714285715,132.18928571428572,36.964285714285715,132.18928571428572
2025-08-28,S010,Seattle,urban_core,59.0,tea,43,4.95,4.95,1.25,0.0,70.1,0.141,Thursday,0,0,2025-08-25,212.85,159.1,0,37.392857142857146,133.0575,37.392857142857146,133.0575
2025-08-29,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,57.3,0.133,Friday,0,0,2025-08-25,193.05,144.3,0,37.92857142857143,135.03964285714287,37.92857142857143,135.03964285714287
2025-08-30,S010,Seattle,urban_core,59.0,tea,41,4.95,4.95,1.25,0.0,57.6,0.213,Saturday,1,0,2025-08-25,202.95,151.7,0,38.392857142857146,136.7575,38.392857142857146,136.7575
2025-08-31,S010,Seattle,urban_core,59.0,tea,51,4.21,4.95,1.25,0.15,66.7,0.012,Sunday,1,0,2025-08-25,214.71,150.96,1,38.107142857142854,135.70035714285714,38.107142857142854,135.70035714285714
2025-09-01,S010,Seattle,urban_core,59.0,tea,42,4.95,4.95,1.25,0.0,56.7,0.009,Monday,0,1,2025-09-01,207.9,155.4,0,38.714285714285715,136.59892857142856,38.714285714285715,136.59892857142856
2025-09-02,S010,Seattle,urban_core,59.0,tea,38,4.95,4.95,1.25,0.0,64.2,0.141,Tuesday,0,0,2025-09-01,188.1,140.6,0,39.25,138.58107142857142,39.25,138.58107142857142
2025-09-03,S010,Seattle,urban_core,59.0,tea,45,4.46,4.95,1.25,0.1,65.9,0.025,Wednesday,0,0,2025-09-01,200.7,144.45,1,39.42857142857143,139.24178571428573,39.42857142857143,139.24178571428573
2025-09-04,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,67.1,0.0,Thursday,0,0,2025-09-01,193.05,144.3,0,39.785714285714285,139.7757142857143,39.785714285714285,139.7757142857143
2025-09-05,S010,Seattle,urban_core,59.0,tea,38,4.95,4.95,1.25,0.0,62.2,0.0,Friday,0,0,2025-09-01,188.1,140.6,0,39.67857142857143,139.37928571428571,39.67857142857143,139.37928571428571
2025-09-06,S010,Seattle,urban_core,59.0,tea,36,4.95,4.95,1.25,0.0,71.9,0.15,Saturday,1,0,2025-09-01,178.2,133.2,0,39.857142857142854,140.04,39.857142857142854,140.04
2025-09-07,S010,Seattle,urban_core,59.0,tea,46,4.95,4.95,1.25,0.0,72.5,0.0,Sunday,1,0,2025-09-01,227.7,170.2,0,39.642857142857146,139.24714285714285,39.642857142857146,139.24714285714285
2025-09-08,S010,Seattle,urban_core,59.0,tea,36,4.95,4.95,1.25,0.0,61.7,0.12,Monday,0,0,2025-09-08,178.2,133.2,0,38.82142857142857,138.03142857142856,38.82142857142857,138.03142857142856
2025-09-09,S010,Seattle,urban_core,59.0,tea,50,4.95,4.95,1.25,0.0,67.3,0.047,Tuesday,0,0,2025-09-08,247.5,185.0,0,39.0,138.69214285714287,39.0,138.69214285714287
2025-09-10,S010,Seattle,urban_core,59.0,tea,30,4.95,4.95,1.25,0.0,64.8,0.0,Wednesday,0,0,2025-09-08,148.5,111.0,0,39.607142857142854,140.9385714285714,39.607142857142854,140.9385714285714
2025-09-11,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,61.6,0.016,Thursday,0,0,2025-09-08,193.05,144.3,0,39.464285714285715,140.41,39.464285714285715,140.41
2025-09-12,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,72.7,0.135,Friday,0,0,2025-09-08,163.35,122.1,0,39.785714285714285,141.5992857142857,39.785714285714285,141.5992857142857
2025-09-13,S010,Seattle,urban_core,59.0,tea,45,4.46,4.95,1.25,0.1,60.4,0.129,Saturday,1,0,2025-09-08,200.7,144.45,1,39.32142857142857,140.68642857142856,39.32142857142857,140.68642857142856
2025-09-14,S010,Seattle,urban_core,59.0,tea,43,4.95,4.95,1.25,0.0,66.3,0.0,Sunday,1,0,2025-09-08,212.85,159.1,0,39.357142857142854,140.03107142857144,39.357142857142854,140.03107142857144
2025-09-15,S010,Seattle,urban_core,59.0,tea,44,4.95,4.95,1.25,0.0,56.6,0.064,Monday,0,0,2025-09-15,217.8,162.8,0,39.67857142857143,141.22035714285715,39.67857142857143,141.22035714285715
2025-09-16,S010,Seattle,urban_core,59.0,tea,42,4.95,4.95,1.25,0.0,56.9,0.008,Tuesday,0,0,2025-09-15,207.9,155.4,0,40.32142857142857,143.59892857142856,40.32142857142857,143.59892857142856
2025-09-17,S010,Seattle,urban_core,59.0,tea,43,4.95,4.95,1.25,0.0,70.3,0.011,Wednesday,0,0,2025-09-15,212.85,159.1,0,40.75,145.18464285714285,40.75,145.18464285714285
2025-09-18,S010,Seattle,urban_core,59.0,tea,29,4.95,4.95,1.25,0.0,57.7,0.0,Thursday,0,0,2025-09-15,143.55,107.3,0,40.857142857142854,145.58107142857142,40.857142857142854,145.58107142857142
2025-09-19,S010,Seattle,urban_core,59.0,tea,32,4.95,4.95,1.25,0.0,51.4,0.047,Friday,0,0,2025-09-15,158.4,118.4,0,40.464285714285715,144.1275,40.464285714285715,144.1275
2025-09-20,S010,Seattle,urban_core,59.0,tea,35,4.95,4.95,1.25,0.0,55.7,0.041,Saturday,1,0,2025-09-15,173.25,129.5,0,40.42857142857143,143.99535714285713,40.42857142857143,143.99535714285713
2025-09-21,S010,Seattle,urban_core,59.0,tea,35,4.95,4.95,1.25,0.0,65.8,0.039,Sunday,1,0,2025-09-15,173.25,129.5,0,39.857142857142854,141.88107142857143,39.857142857142854,141.88107142857143
2025-09-22,S010,Seattle,urban_core,59.0,tea,23,4.95,4.95,1.25,0.0,65.3,0.035,Monday,0,0,2025-09-22,113.85,85.1,0,39.392857142857146,141.00321428571428,39.392857142857146,141.00321428571428
2025-09-23,S010,Seattle,urban_core,59.0,tea,43,4.95,4.95,1.25,0.0,59.2,0.041,Tuesday,0,0,2025-09-22,212.85,159.1,0,39.285714285714285,140.6067857142857,39.285714285714285,140.6067857142857
2025-09-24,S010,Seattle,urban_core,59.0,tea,27,4.95,4.95,1.25,0.0,64.3,0.0,Wednesday,0,0,2025-09-22,133.65,99.9,0,39.32142857142857,141.84892857142856,39.32142857142857,141.84892857142856
2025-09-25,S010,Seattle,urban_core,59.0,tea,40,4.95,4.95,1.25,0.0,64.4,0.0,Thursday,0,0,2025-09-22,198.0,148.0,0,38.82142857142857,140.71642857142857,38.82142857142857,140.71642857142857
2025-09-26,S010,Seattle,urban_core,59.0,tea,41,4.95,4.95,1.25,0.0,61.8,0.094,Friday,0,0,2025-09-22,202.95,151.7,0,38.714285714285715,140.32,38.714285714285715,140.32
2025-09-27,S010,Seattle,urban_core,59.0,tea,42,4.95,4.95,1.25,0.0,54.5,0.047,Saturday,1,0,2025-09-22,207.9,155.4,0,38.785714285714285,140.58428571428573,38.785714285714285,140.58428571428573
2025-09-28,S010,Seattle,urban_core,59.0,tea,44,4.95,4.95,1.25,0.0,58.4,0.0,Sunday,1,0,2025-09-22,217.8,162.8,0,38.82142857142857,140.71642857142857,38.82142857142857,140.71642857142857
2025-09-29,S010,Seattle,urban_core,59.0,tea,40,4.95,4.95,1.25,0.0,55.8,0.158,Monday,0,0,2025-09-29,198.0,148.0,0,38.57142857142857,141.1392857142857,38.57142857142857,141.1392857142857
2025-09-30,S010,Seattle,urban_core,59.0,tea,37,4.95,4.95,1.25,0.0,57.2,0.022,Tuesday,0,0,2025-09-29,183.15,136.9,0,38.5,140.875,38.5,140.875
2025-10-01,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,62.5,0.056,Wednesday,0,0,2025-09-29,193.05,144.3,0,38.464285714285715,140.74285714285716,38.464285714285715,140.74285714285716
2025-10-02,S010,Seattle,urban_core,59.0,tea,34,4.95,4.95,1.25,0.0,63.7,0.047,Thursday,0,0,2025-09-29,168.3,125.8,0,38.25,140.7375,38.25,140.7375
2025-10-03,S010,Seattle,urban_core,59.0,tea,27,4.95,4.95,1.25,0.0,55.3,0.18,Friday,0,0,2025-09-29,133.65,99.9,0,38.07142857142857,140.0767857142857,38.07142857142857,140.0767857142857
2025-10-04,S010,Seattle,urban_core,59.0,tea,45,4.95,4.95,1.25,0.0,56.8,0.0,Saturday,1,0,2025-09-29,222.75,166.5,0,37.67857142857143,138.62321428571428,37.67857142857143,138.62321428571428
2025-10-05,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,65.2,0.011,Sunday,1,0,2025-09-29,193.05,144.3,0,38.0,139.8125,38.0,139.8125
2025-10-06,S010,Seattle,urban_core,59.0,tea,52,4.95,4.95,1.25,0.0,55.9,0.011,Monday,0,0,2025-10-06,257.4,192.4,0,37.75,138.8875,37.75,138.8875
2025-10-07,S010,Seattle,urban_core,59.0,tea,38,4.95,4.95,1.25,0.0,59.5,0.001,Tuesday,0,0,2025-10-06,188.1,140.6,0,38.32142857142857,141.00178571428572,38.32142857142857,141.00178571428572
2025-10-08,S010,Seattle,urban_core,59.0,tea,36,4.95,4.95,1.25,0.0,63.4,0.0,Wednesday,0,0,2025-10-06,178.2,133.2,0,37.892857142857146,139.41607142857143,37.892857142857146,139.41607142857143
2025-10-09,S010,Seattle,urban_core,59.0,tea,26,4.95,4.95,1.25,0.0,50.9,0.196,Thursday,0,0,2025-10-06,128.7,96.2,0,38.107142857142854,140.20892857142857,38.107142857142854,140.20892857142857
2025-10-10,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,60.7,0.0,Friday,0,0,2025-10-06,163.35,122.1,0,37.642857142857146,138.49107142857142,37.642857142857146,138.49107142857142
2025-10-11,S010,Seattle,urban_core,59.0,tea,45,4.95,4.95,1.25,0.0,59.5,0.0,Saturday,1,0,2025-10-06,222.75,166.5,0,37.642857142857146,138.49107142857142,37.642857142857146,138.49107142857142
2025-10-12,S010,Seattle,urban_core,59.0,tea,54,4.95,4.95,1.25,0.0,55.6,0.044,Sunday,1,0,2025-10-06,267.3,199.8,0,37.642857142857146,139.27857142857144,37.642857142857146,139.27857142857144
2025-10-13,S010,Seattle,urban_core,59.0,tea,28,4.95,4.95,1.25,0.0,55.2,0.263,Monday,0,0,2025-10-13,138.6,103.6,0,38.035714285714285,140.73214285714286,38.035714285714285,140.73214285714286
2025-10-14,S010,Seattle,urban_core,59.0,tea,28,4.95,4.95,1.25,0.0,55.9,0.0,Tuesday,0,0,2025-10-13,138.6,103.6,0,37.464285714285715,138.61785714285716,37.464285714285715,138.61785714285716
2025-10-15,S010,Seattle,urban_core,59.0,tea,35,4.46,4.95,1.25,0.1,58.9,0.005,Wednesday,0,0,2025-10-13,156.1,112.35,1,36.964285714285715,136.76785714285714,36.964285714285715,136.76785714285714
2025-10-16,S010,Seattle,urban_core,59.0,tea,48,4.95,4.95,1.25,0.0,52.4,0.0,Thursday,0,0,2025-10-13,237.6,177.6,0,36.67857142857143,135.09821428571428,36.67857142857143,135.09821428571428
2025-10-17,S010,Seattle,urban_core,59.0,tea,28,4.95,4.95,1.25,0.0,65.1,0.002,Friday,0,0,2025-10-13,138.6,103.6,0,37.357142857142854,137.60892857142858,37.357142857142854,137.60892857142858
2025-10-18,S010,Seattle,urban_core,59.0,tea,43,4.95,4.95,1.25,0.0,67.2,0.0,Saturday,1,0,2025-10-13,212.85,159.1,0,37.214285714285715,137.08035714285714,37.214285714285715,137.08035714285714
2025-10-19,S010,Seattle,urban_core,59.0,tea,31,4.95,4.95,1.25,0.0,57.6,0.147,Sunday,1,0,2025-10-13,153.45,114.7,0,37.5,138.1375,37.5,138.1375
2025-10-20,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,58.4,0.021,Monday,0,0,2025-10-20,193.05,144.3,0,37.357142857142854,137.60892857142858,37.357142857142854,137.60892857142858
2025-10-21,S010,Seattle,urban_core,59.0,tea,52,4.95,4.95,1.25,0.0,57.4,0.255,Tuesday,0,0,2025-10-20,257.4,192.4,0,37.92857142857143,139.72321428571428,37.92857142857143,139.72321428571428
2025-10-22,S010,Seattle,urban_core,59.0,tea,33,4.95,4.95,1.25,0.0,54.4,0.0,Wednesday,0,0,2025-10-20,163.35,122.1,0,38.25,140.9125,38.25,140.9125
2025-10-23,S010,Seattle,urban_core,59.0,tea,48,4.21,4.95,1.25,0.15,66.3,0.0,Thursday,0,0,2025-10-20,202.08,142.08,1,38.464285714285715,141.70535714285714,38.464285714285715,141.70535714285714
2025-10-24,S010,Seattle,urban_core,59.0,tea,29,4.95,4.95,1.25,0.0,60.2,0.097,Friday,0,0,2025-10-20,143.55,107.3,0,38.75,141.49392857142857,38.75,141.49392857142857
2025-10-25,S010,Seattle,urban_core,59.0,tea,32,4.95,4.95,1.25,0.0,54.2,0.149,Saturday,1,0,2025-10-20,158.4,118.4,0,38.32142857142857,139.90821428571428,38.32142857142857,139.90821428571428
2025-10-26,S010,Seattle,urban_core,59.0,tea,40,4.95,4.95,1.25,0.0,55.8,0.04,Sunday,1,0,2025-10-20,198.0,148.0,0,37.964285714285715,138.5867857142857,37.964285714285715,138.5867857142857
2025-10-27,S010,Seattle,urban_core,59.0,tea,30,4.95,4.95,1.25,0.0,55.5,0.001,Monday,0,0,2025-10-27,148.5,111.0,0,37.82142857142857,138.05821428571429,37.82142857142857,138.05821428571429
2025-10-28,S010,Seattle,urban_core,59.0,tea,36,4.95,4.95,1.25,0.0,49.9,0.0,Tuesday,0,0,2025-10-27,178.2,133.2,0,37.464285714285715,136.73678571428573,37.464285714285715,136.73678571428573
2025-10-29,S010,Seattle,urban_core,59.0,tea,40,4.95,4.95,1.25,0.0,52.9,0.001,Wednesday,0,0,2025-10-27,198.0,148.0,0,37.42857142857143,136.60464285714286,37.42857142857143,136.60464285714286
2025-10-30,S010,Seattle,urban_core,59.0,tea,41,4.95,4.95,1.25,0.0,51.0,0.012,Thursday,0,0,2025-10-27,202.95,151.7,0,37.464285714285715,136.73678571428573,37.464285714285715,136.73678571428573
2025-10-31,S010,Seattle,urban_core,59.0,tea,44,4.95,4.95,1.25,0.0,51.2,0.0,Friday,0,0,2025-10-27,217.8,162.8,0,37.714285714285715,137.6617857142857,37.714285714285715,137.6617857142857
2025-11-01,S010,Seattle,urban_core,59.0,tea,37,4.95,4.95,1.25,0.0,64.4,0.119,Saturday,1,0,2025-10-27,183.15,136.9,0,38.32142857142857,139.90821428571428,38.32142857142857,139.90821428571428
2025-11-02,S010,Seattle,urban_core,59.0,tea,39,4.95,4.95,1.25,0.0,48.4,0.045,Sunday,1,0,2025-10-27,193.05,144.3,0,38.035714285714285,138.85107142857143,38.035714285714285,138.85107142857143
2025-11-03,S010,Seattle,urban_core,59.0,tea,30,4.95,4.95,1.25,0.0,47.5,0.0,Monday,0,0,2025-11-03,148.5,111.0,0,38.035714285714285,138.85107142857143,38.035714285714285,138.85107142857143
2025-11-04,S010,Seattle,urban_core,59.0,tea,48,4.95,4.95,1.25,0.0,45.8,0.038,Tuesday,0,0,2025-11-03,237.6,177.6,0,37.25,135.94392857142856,37.25,135.94392857142856
2025-11-05,S010,Seattle,urban_core,59.0,tea,38,4.95,4.95,1.25,0.0,46.3,0.064,Wednesday,0,0,2025-11-03,188.1,140.6,0,37.607142857142854,137.26535714285714,37.607142857142854,137.26535714285714
2025-11-06,S010,Seattle,urban_core,59.0,tea,45,4.46,4.95,1.25,0.1,43.4,0.068,Thursday,0,0,2025-11-03,200.7,144.45,1,37.67857142857143,137.52964285714285,37.67857142857143,137.52964285714285
2025-11-07,S010,Seattle,urban_core,59.0,tea,53,4.95,4.95,1.25,0.0,53.6,0.049,Friday,0,0,2025-11-03,262.35,196.1,0,38.357142857142854,139.25285714285715,38.357142857142854,139.25285714285715
2025-11-08,S010,Seattle,urban_core,59.0,tea,52,4.95,4.95,1.25,0.0,35.8,0.097,Saturday,1,0,2025-11-03,257.4,192.4,0,39.07142857142857,141.8957142857143,39.07142857142857,141.8957142857143
2025-11-09,S010,Seattle,urban_core,59.0,tea,44,4.95,4.95,1.25,0.0,47.6,0.0,Sunday,1,0,2025-11-03,217.8,162.8,0,39.32142857142857,142.82071428571427,39.32142857142857,142.82071428571427
2025-11-10,S010,Seattle,urban_core,59.0,tea,25,4.95,4.95,1.25,0.0,57.0,0.082,Monday,0,0,2025-11-10,123.75,92.5,0,38.964285714285715,141.49928571428572,38.964285714285715,141.49928571428572
2025-11-11,S010,Seattle,urban_core,59.0,tea,35,4.95,4.95,1.25,0.0,46.2,0.109,Tuesday,0,0,2025-11-10,173.25,129.5,0,38.857142857142854,141.10285714285715,38.857142857142854,141.10285714285715
2025-11-12,S010,Seattle,urban_core,59.0,tea,42,4.95,4.95,1.25,0.0,49.3,0.0,Wednesday,0,0,2025-11-10,207.9,155.4,0,39.107142857142854,142.02785714285716,39.107142857142854,142.02785714285716
2025-11-13,S010,Seattle,urban_core,59.0,tea,34,4.95,4.95,1.25,0.0,48.7,0.058,Thursday,0,0,2025-11-10,168.3,125.8,0,39.357142857142854,143.56535714285715,39.357142857142854,143.56535714285715
