date,store_id,category,units_sold,price,base_price,unit_cost,discount_pct,temperature_f,precipitation_in
2025-06-28,S004,espresso,73,5.75,5.75,1.65,0.0,76.7,0.017
2025-06-28,S004,cold_beverage,192,5.0,6.25,1.85,0.2,76.7,0.017
2025-06-28,S004,tea,42,4.46,4.95,1.25,0.1,76.7,0.017
2025-06-28,S004,food,63,7.25,7.25,3.45,0.0,76.7,0.017
2025-06-28,S004,whole_bean,11,14.95,14.95,6.25,0.0,76.7,0.017
2025-06-29,S004,espresso,87,5.75,5.75,1.65,0.0,62.3,0.047
2025-06-29,S004,cold_beverage,172,5.0,6.25,1.85,0.2,62.3,0.047
2025-06-29,S004,tea,43,4.95,4.95,1.25,0.0,62.3,0.047
2025-06-29,S004,food,48,7.25,7.25,3.45,0.0,62.3,0.047
2025-06-29,S004,whole_bean,9,14.95,14.95,6.25,0.0,62.3,0.047
2025-06-30,S004,espresso,75,5.75,5.75,1.65,0.0,75.4,0.28
2025-06-30,S004,cold_beverage,165,5.0,6.25,1.85,0.2,75.4,0.28
2025-06-30,S004,tea,33,4.95,4.95,1.25,0.0,75.4,0.28
2025-06-30,S004,food,57,5.8,7.25,3.45,0.2,75.4,0.28
2025-06-30,S004,whole_bean,13,14.95,14.95,6.25,0.0,75.4,0.28
2025-07-01,S004,espresso,81,5.75,5.75,1.65,0.0,76.5,0.316
2025-07-01,S004,cold_beverage,115,6.25,6.25,1.85,0.0,76.5,0.316
2025-07-01,S004,tea,34,4.95,4.95,1.25,0.0,76.5,0.316
2025-07-01,S004,food,52,7.25,7.25,3.45,0.0,76.5,0.316
2025-07-01,S004,whole_bean,14,14.95,14.95,6.25,0.0,76.5,0.316
2025-07-02,S004,espresso,78,5.75,5.75,1.65,0.0,77.6,0.136
2025-07-02,S004,cold_beverage,113,6.25,6.25,1.85,0.0,77.6,0.136
2025-07-02,S004,tea,35,4.95,4.95,1.25,0.0,77.6,0.136
2025-07-02,S004,food,56,7.25,7.25,3.45,0.0,77.6,0.136
2025-07-02,S004,whole_bean,18,14.95,14.95,6.25,0.0,77.6,0.136
2025-07-03,S004,espresso,85,5.75,5.75,1.65,0.0,69.3,0.0
2025-07-03,S004,cold_beverage,98,6.25,6.25,1.85,0.0,69.3,0.0
2025-07-03,S004,tea,34,4.95,4.95,1.25,0.0,69.3,0.0
2025-07-03,S004,food,40,7.25,7.25,3.45,0.0,69.3,0.0
2025-07-03,S004,whole_bean,14,14.95,14.95,6.25,0.0,69.3,0.0
2025-07-04,S004,espresso,71,5.75,5.75,1.65,0.0,74.8,0.0
2025-07-04,S004,cold_beverage,86,6.25,6.25,1.85,0.0,74.8,0.0
2025-07-04,S004,tea,19,4.95,4.95,1.25,0.0,74.8,0.0
2025-07-04,S004,food,36,7.25,7.25,3.45,0.0,74.8,0.0
2025-07-04,S004,whole_bean,17,14.95,14.95,6.25,0.0,74.8,0.0
2025-07-05,S004,espresso,86,5.75,5.75,1.65,0.0,73.7,0.108
2025-07-05,S004,cold_beverage,110,6.25,6.25,1.85,0.0,73.7,0.108
2025-07-05,S004,tea,41,4.95,4.95,1.25,0.0,73.7,0.108
2025-07-05,S004,food,71,7.25,7.25,3.45,0.0,73.7,0.108
2025-07-05,S004,whole_bean,15,14.95,14.95,6.25,0.0,73.7,0.108
2025-07-06,S004,espresso,96,5.75,5.75,1.65,0.0,71.7,0.084
2025-07-06,S004,cold_beverage,112,6.25,6.25,1.85,0.0,71.7,0.084
2025-07-06,S004,tea,27,4.95,4.95,1.25,0.0,71.7,0.084
2025-07-06,S004,food,54,7.25,7.25,3.45,0.0,71.7,0.084
2025-07-06,S004,whole_bean,16,14.95,14.95,6.25,0.0,71.7,0.084
2025-07-07,S004,espresso,83,5.75,5.75,1.65,0.0,80.7,0.129
2025-07-07,S004,cold_beverage,136,6.25,6.25,1.85,0.0,80.7,0.129
2025-07-07,S004,tea,45,4.95,4.95,1.25,0.0,80.7,0.129
2025-07-07,S004,food,44,7.25,7.25,3.45,0.0,80.7,0.129
2025-07-07,S004,whole_bean,13,14.95,14.95,6.25,0.0,80.7,0.129
2025-07-08,S004,espresso,80,5.17,5.75,1.65,0.1,83.4,0.086
2025-07-08,S004,cold_beverage,128,6.25,6.25,1.85,0.0,83.4,0.086
2025-07-08,S004,tea,35,4.95,4.95,1.25,0.0,83.4,0.086
2025-07-08,S004,food,59,5.8,7.25,3.45,0.2,83.4,0.086
2025-07-08,S004,whole_bean,12,14.95,14.95,6.25,0.0,83.4,0.086
2025-07-09,S004,espresso,75,5.75,5.75,1.65,0.0,81.2,0.203
2025-07-09,S004,cold_beverage,117,6.25,6.25,1.85,0.0,81.2,0.203
2025-07-09,S004,tea,41,4.95,4.95,1.25,0.0,81.2,0.203
2025-07-09,S004,food,43,7.25,7.25,3.45,0.0,81.2,0.203
2025-07-09,S004,whole_bean,16,14.95,14.95,6.25,0.0,81.2,0.203
2025-07-10,S004,espresso,81,5.75,5.75,1.65,0.0,76.8,0.203
2025-07-10,S004,cold_beverage,88,6.25,6.25,1.85,0.0,76.8,0.203
2025-07-10,S004,tea,22,4.95,4.95,1.25,0.0,76.8,0.203
2025-07-10,S004,food,57,7.25,7.25,3.45,0.0,76.8,0.203
2025-07-10,S004,whole_bean,11,14.95,14.95,6.25,0.0,76.8,0.203
2025-07-11,S004,espresso,77,5.75,5.75,1.65,0.0,76.8,0.327
2025-07-11,S004,cold_beverage,124,6.25,6.25,1.85,0.0,76.8,0.327
2025-07-11,S004,tea,33,4.95,4.95,1.25,0.0,76.8,0.327
2025-07-11,S004,food,61,7.25,7.25,3.45,0.0,76.8,0.327
2025-07-11,S004,whole_bean,22,14.95,14.95,6.25,0.0,76.8,0.327
2025-07-12,S004,espresso,86,5.75,5.75,1.65,0.0,77.4,0.0
2025-07-12,S004,cold_beverage,143,6.25,6.25,1.85,0.0,77.4,0.0
2025-07-12,S004,tea,42,4.95,4.95,1.25,0.0,77.4,0.0
2025-07-12,S004,food,58,7.25,7.25,3.45,0.0,77.4,0.0
2025-07-12,S004,whole_bean,23,14.95,14.95,6.25,0.0,77.4,0.0
2025-07-13,S004,espresso,87,5.75,5.75,1.65,0.0,78.0,0.004
2025-07-13,S004,cold_beverage,191,5.0,6.25,1.85,0.2,78.0,0.004
2025-07-13,S004,tea,35,4.95,4.95,1.25,0.0,78.0,0.004
2025-07-13,S004,food,65,7.25,7.25,3.45,0.0,78.0,0.004
2025-07-13,S004,whole_bean,16,14.95,14.95,6.25,0.0,78.0,0.004
2025-07-14,S004,espresso,66,5.75,5.75,1.65,0.0,73.3,0.089
2025-07-14,S004,cold_beverage,107,6.25,6.25,1.85,0.0,73.3,0.089
2025-07-14,S004,tea,28,4.95,4.95,1.25,0.0,73.3,0.089
2025-07-14,S004,food,59,7.25,7.25,3.45,0.0,73.3,0.089
2025-07-14,S004,whole_bean,21,14.95,14.95,6.25,0.0,73.3,0.089
2025-07-15,S004,espresso,100,5.75,5.75,1.65,0.0,81.7,0.0
2025-07-15,S004,cold_beverage,126,6.25,6.25,1.85,0.0,81.7,0.0
2025-07-15,S004,tea,33,4.95,4.95,1.25,0.0,81.7,0.0
2025-07-15,S004,food,44,7.25,7.25,3.45,0.0,81.7,0.0
2025-07-15,S004,whole_bean,14,14.95,14.95,6.25,0.0,81.7,0.0
2025-07-16,S004,espresso,88,5.75,5.75,1.65,0.0,65.8,0.0
2025-07-16,S004,cold_beverage,146,5.31,6.25,1.85,0.15,65.8,0.0
2025-07-16,S004,tea,32,4.95,4.95,1.25,0.0,65.8,0.0
2025-07-16,S004,food,47,7.25,7.25,3.45,0.0,65.8,0.0
2025-07-16,S004,whole_bean,19,14.95,14.95,6.25,0.0,65.8,0.0
2025-07-17,S004,espresso,84,5.75,5.75,1.65,0.0,66.4,0.0
2025-07-17,S004,cold_beverage,103,6.25,6.25,1.85,0.0,66.4,0.0
2025-07-17,S004,tea,51,4.46,4.95,1.25,0.1,66.4,0.0
2025-07-17,S004,food,67,7.25,7.25,3.45,0.0,66.4,0.0
2025-07-17,S004,whole_bean,14,14.95,14.95,6.25,0.0,66.4,0.0
2025-07-18,S004,espresso,79,5.75,5.75,1.65,0.0,79.6,0.0
2025-07-18,S004,cold_beverage,108,6.25,6.25,1.85,0.0,79.6,0.0
2025-07-18,S004,tea,44,4.95,4.95,1.25,0.0,79.6,0.0
2025-07-18,S004,food,51,7.25,7.25,3.45,0.0,79.6,0.0
2025-07-18,S004,whole_bean,9,14.95,14.95,6.25,0.0,79.6,0.0
2025-07-19,S004,espresso,93,5.75,5.75,1.65,0.0,79.6,0.17
2025-07-19,S004,cold_beverage,115,6.25,6.25,1.85,0.0,79.6,0.17
2025-07-19,S004,tea,50,4.21,4.95,1.25,0.15,79.6,0.17
2025-07-19,S004,food,60,7.25,7.25,3.45,0.0,79.6,0.17
2025-07-19,S004,whole_bean,14,14.95,14.95,6.25,0.0,79.6,0.17
2025-07-20,S004,espresso,94,5.75,5.75,1.65,0.0,83.4,0.012
2025-07-20,S004,cold_beverage,124,6.25,6.25,1.85,0.0,83.4,0.012
2025-07-20,S004,tea,36,4.95,4.95,1.25,0.0,83.4,0.012
2025-07-20,S004,food,64,7.25,7.25,3.45,0.0,83.4,0.012
2025-07-20,S004,whole_bean,22,14.95,14.95,6.25,0.0,83.4,0.012
2025-07-21,S004,espresso,83,5.75,5.75,1.65,0.0,71.1,0.007
2025-07-21,S004,cold_beverage,93,6.25,6.25,1.85,0.0,71.1,0.007
2025-07-21,S004,tea,33,4.95,4.95,1.25,0.0,71.1,0.007
2025-07-21,S004,food,44,7.25,7.25,3.45,0.0,71.1,0.007
2025-07-21,S004,whole_bean,10,14.95,14.95,6.25,0.0,71.1,0.007
2025-07-22,S004,espresso,82,5.75,5.75,1.65,0.0,70.3,0.0
2025-07-22,S004,cold_beverage,112,6.25,6.25,1.85,0.0,70.3,0.0
2025-07-22,S004,tea,44,4.95,4.95,1.25,0.0,70.3,0.0
2025-07-22,S004,food,60,7.25,7.25,3.45,0.0,70.3,0.0
2025-07-22,S004,whole_bean,21,14.95,14.95,6.25,0.0,70.3,0.0
2025-07-23,S004,espresso,85,5.75,5.75,1.65,0.0,79.6,0.055
2025-07-23,S004,cold_beverage,134,6.25,6.25,1.85,0.0,79.6,0.055
2025-07-23,S004,tea,32,4.95,4.95,1.25,0.0,79.6,0.055
2025-07-23,S004,food,42,7.25,7.25,3.45,0.0,79.6,0.055
2025-07-23,S004,whole_bean,16,14.95,14.95,6.25,0.0,79.6,0.055
2025-07-24,S004,espresso,90,5.75,5.75,1.65,0.0,72.2,0.018
2025-07-24,S004,cold_beverage,109,6.25,6.25,1.85,0.0,72.2,0.018
2025-07-24,S004,tea,46,4.95,4.95,1.25,0.0,72.2,0.018
2025-07-24,S004,food,60,6.16,7.25,3.45,0.15,72.2,0.018
2025-07-24,S004,whole_bean,14,14.95,14.95,6.25,0.0,72.2,0.018
2025-07-25,S004,espresso,84,5.75,5.75,1.65,0.0,67.8,0.031
2025-07-25,S004,cold_beverage,109,5.62,6.25,1.85,0.1,67.8,0.031
2025-07-25,S004,tea,41,4.95,4.95,1.25,0.0,67.8,0.031
2025-07-25,S004,food,57,7.25,7.25,3.45,0.0,67.8,0.031
2025-07-25,S004,whole_bean,14,14.95,14.95,6.25,0.0,67.8,0.031
2025-07-26,S004,espresso,116,4.89,5.75,1.65,0.15,84.6,0.036
2025-07-26,S004,cold_beverage,142,6.25,6.25,1.85,0.0,84.6,0.036
2025-07-26,S004,tea,43,4.95,4.95,1.25,0.0,84.6,0.036
2025-07-26,S004,food,51,7.25,7.25,3.45,0.0,84.6,0.036
2025-07-26,S004,whole_bean,10,14.95,14.95,6.25,0.0,84.6,0.036
2025-07-27,S004,espresso,100,5.75,5.75,1.65,0.0,69.3,0.029
2025-07-27,S004,cold_beverage,107,6.25,6.25,1.85,0.0,69.3,0.029
2025-07-27,S004,tea,30,4.95,4.95,1.25,0.0,69.3,0.029
2025-07-27,S004,food,56,7.25,7.25,3.45,0.0,69.3,0.029
2025-07-27,S004,whole_bean,18,14.95,14.95,6.25,0.0,69.3,0.029
2025-07-28,S004,espresso,74,5.75,5.75,1.65,0.0,72.3,0.114
2025-07-28,S004,cold_beverage,98,6.25,6.25,1.85,0.0,72.3,0.114
2025-07-28,S004,tea,34,4.95,4.95,1.25,0.0,72.3,0.114
2025-07-28,S004,food,76,6.16,7.25,3.45,0.15,72.3,0.114
2025-07-28,S004,whole_bean,20,14.95,14.95,6.25,0.0,72.3,0.114
2025-07-29,S004,espresso,73,5.75,5.75,1.65,0.0,68.2,0.12
2025-07-29,S004,cold_beverage,107,6.25,6.25,1.85,0.0,68.2,0.12
2025-07-29,S004,tea,40,4.95,4.95,1.25,0.0,68.2,0.12
2025-07-29,S004,food,55,7.25,7.25,3.45,0.0,68.2,0.12
2025-07-29,S004,whole_bean,12,14.95,14.95,6.25,0.0,68.2,0.12
2025-07-30,S004,espresso,92,5.75,5.75,1.65,0.0,65.0,0.026
2025-07-30,S004,cold_beverage,106,6.25,6.25,1.85,0.0,65.0,0.026
2025-07-30,S004,tea,44,4.46,4.95,1.25,0.1,65.0,0.026
2025-07-30,S004,food,65,5.8,7.25,3.45,0.2,65.0,0.026
2025-07-30,S004,whole_bean,12,14.95,14.95,6.25,0.0,65.0,0.026
2025-07-31,S004,espresso,66,5.75,5.75,1.65,0.0,73.8,0.0
2025-07-31,S004,cold_beverage,106,6.25,6.25,1.85,0.0,73.8,0.0
2025-07-31,S004,tea,35,4.95,4.95,1.25,0.0,73.8,0.0
2025-07-31,S004,food,45,7.25,7.25,3.45,0.0,73.8,0.0
2025-07-31,S004,whole_bean,12,14.95,14.95,6.25,0.0,73.8,0.0
2025-08-01,S004,espresso,86,5.75,5.75,1.65,0.0,78.2,0.0
2025-08-01,S004,cold_beverage,120,6.25,6.25,1.85,0.0,78.2,0.0
2025-08-01,S004,tea,31,4.95,4.95,1.25,0.0,78.2,0.0
2025-08-01,S004,food,49,6.53,7.25,3.45,0.1,78.2,0.0
2025-08-01,S004,whole_bean,8,14.95,14.95,6.25,0.0,78.2,0.0
2025-08-02,S004,espresso,86,5.75,5.75,1.65,0.0,66.0,0.0
2025-08-02,S004,cold_beverage,190,5.0,6.25,1.85,0.2,66.0,0.0
2025-08-02,S004,tea,42,4.95,4.95,1.25,0.0,66.0,0.0
2025-08-02,S004,food,72,5.8,7.25,3.45,0.2,66.0,0.0
2025-08-02,S004,whole_bean,14,14.95,14.95,6.25,0.0,66.0,0.0
2025-08-03,S004,espresso,111,5.75,5.75,1.65,0.0,68.3,0.0
2025-08-03,S004,cold_beverage,102,6.25,6.25,1.85,0.0,68.3,0.0
2025-08-03,S004,tea,50,4.95,4.95,1.25,0.0,68.3,0.0
2025-08-03,S004,food,47,7.25,7.25,3.45,0.0,68.3,0.0
2025-08-03,S004,whole_bean,17,14.95,14.95,6.25,0.0,68.3,0.0
2025-08-04,S004,espresso,85,5.75,5.75,1.65,0.0,60.6,0.0
2025-08-04,S004,cold_beverage,96,6.25,6.25,1.85,0.0,60.6,0.0
2025-08-04,S004,tea,36,4.46,4.95,1.25,0.1,60.6,0.0
2025-08-04,S004,food,67,6.16,7.25,3.45,0.15,60.6,0.0
2025-08-04,S004,whole_bean,16,14.95,14.95,6.25,0.0,60.6,0.0
2025-08-05,S004,espresso,75,5.75,5.75,1.65,0.0,69.1,0.282
2025-08-05,S004,cold_beverage,156,5.0,6.25,1.85,0.2,69.1,0.282
2025-08-05,S004,tea,39,4.95,4.95,1.25,0.0,69.1,0.282
2025-08-05,S004,food,49,7.25,7.25,3.45,0.0,69.1,0.282
2025-08-05,S004,whole_bean,18,14.95,14.95,6.25,0.0,69.1,0.282
2025-08-06,S004,espresso,96,5.75,5.75,1.65,0.0,61.0,0.101
2025-08-06,S004,cold_beverage,100,6.25,6.25,1.85,0.0,61.0,0.101
2025-08-06,S004,tea,40,4.95,4.95,1.25,0.0,61.0,0.101
2025-08-06,S004,food,49,7.25,7.25,3.45,0.0,61.0,0.101
2025-08-06,S004,whole_bean,19,14.95,14.95,6.25,0.0,61.0,0.101
2025-08-07,S004,espresso,89,5.75,5.75,1.65,0.0,75.3,0.0
2025-08-07,S004,cold_beverage,174,5.31,6.25,1.85,0.15,75.3,0.0
2025-08-07,S004,tea,33,4.95,4.95,1.25,0.0,75.3,0.0
2025-08-07,S004,food,65,6.16,7.25,3.45,0.15,75.3,0.0
2025-08-07,S004,whole_bean,23,14.95,14.95,6.25,0.0,75.3,0.0
2025-08-08,S004,espresso,107,5.17,5.75,1.65,0.1,75.3,0.039
2025-08-08,S004,cold_beverage,117,6.25,6.25,1.85,0.0,75.3,0.039
2025-08-08,S004,tea,33,4.95,4.95,1.25,0.0,75.3,0.039
2025-08-08,S004,food,55,7.25,7.25,3.45,0.0,75.3,0.039
2025-08-08,S004,whole_bean,11,14.95,14.95,6.25,0.0,75.3,0.039
2025-08-09,S004,espresso,84,5.75,5.75,1.65,0.0,71.9,0.001
2025-08-09,S004,cold_beverage,122,6.25,6.25,1.85,0.0,71.9,0.001
2025-08-09,S004,tea,39,4.95,4.95,1.25,0.0,71.9,0.001
2025-08-09,S004,food,62,7.25,7.25,3.45,0.0,71.9,0.001
2025-08-09,S004,whole_bean,16,14.95,14.95,6.25,0.0,71.9,0.001
2025-08-10,S004,espresso,98,5.75,5.75,1.65,0.0,66.7,0.045
2025-08-10,S004,cold_beverage,125,6.25,6.25,1.85,0.0,66.7,0.045
2025-08-10,S004,tea,38,4.95,4.95,1.25,0.0,66.7,0.045
2025-08-10,S004,food,65,5.8,7.25,3.45,0.2,66.7,0.045
2025-08-10,S004,whole_bean,33,12.71,14.95,6.25,0.15,66.7,0.045
2025-08-11,S004,espresso,60,5.75,5.75,1.65,0.0,82.8,0.072
2025-08-11,S004,cold_beverage,102,6.25,6.25,1.85,0.0,82.8,0.072
2025-08-11,S004,tea,35,4.95,4.95,1.25,0.0,82.8,0.072
2025-08-11,S004,food,41,7.25,7.25,3.45,0.0,82.8,0.072
2025-08-11,S004,whole_bean,8,14.95,14.95,6.25,0.0,82.8,0.072
2025-08-12,S004,espresso,59,5.75,5.75,1.65,0.0,85.9,0.111
2025-08-12,S004,cold_beverage,130,6.25,6.25,1.85,0.0,85.9,0.111
2025-08-12,S004,tea,35,4.95,4.95,1.25,0.0,85.9,0.111
2025-08-12,S004,food,64,7.25,7.25,3.45,0.0,85.9,0.111
2025-08-12,S004,whole_bean,8,14.95,14.95,6.25,0.0,85.9,0.111
2025-08-13,S004,espresso,80,5.75,5.75,1.65,0.0,68.6,0.002
2025-08-13,S004,cold_beverage,105,6.25,6.25,1.85,0.0,68.6,0.002
2025-08-13,S004,tea,35,4.95,4.95,1.25,0.0,68.6,0.002
2025-08-13,S004,food,61,7.25,7.25,3.45,0.0,68.6,0.002
2025-08-13,S004,whole_bean,13,14.95,14.95,6.25,0.0,68.6,0.002
2025-08-14,S004,espresso,80,5.75,5.75,1.65,0.0,70.9,0.024
2025-08-14,S004,cold_beverage,96,6.25,6.25,1.85,0.0,70.9,0.024
2025-08-14,S004,tea,35,4.95,4.95,1.25,0.0,70.9,0.024
2025-08-14,S004,food,49,7.25,7.25,3.45,0.0,70.9,0.024
2025-08-14,S004,whole_bean,17,14.95,14.95,6.25,0.0,70.9,0.024
2025-08-15,S004,espresso,75,5.75,5.75,1.65,0.0,78.6,0.0
2025-08-15,S004,cold_beverage,128,6.25,6.25,1.85,0.0,78.6,0.0
2025-08-15,S004,tea,33,4.95,4.95,1.25,0.0,78.6,0.0
2025-08-15,S004,food,52,7.25,7.25,3.45,0.0,78.6,0.0
2025-08-15,S004,whole_bean,24,12.71,14.95,6.25,0.15,78.6,0.0
2025-08-16,S004,espresso,118,5.75,5.75,1.65,0.0,74.8,0.104
2025-08-16,S004,cold_beverage,102,6.25,6.25,1.85,0.0,74.8,0.104
2025-08-16,S004,tea,33,4.95,4.95,1.25,0.0,74.8,0.104
2025-08-16,S004,food,55,6.16,7.25,3.45,0.15,74.8,0.104
2025-08-16,S004,whole_bean,13,14.95,14.95,6.25,0.0,74.8,0.104
2025-08-17,S004,espresso,89,5.75,5.75,1.65,0.0,66.6,0.0
2025-08-17,S004,cold_beverage,114,6.25,6.25,1.85,0.0,66.6,0.0
2025-08-17,S004,tea,45,4.95,4.95,1.25,0.0,66.6,0.0
2025-08-17,S004,food,58,7.25,7.25,3.45,0.0,66.6,0.0
2025-08-17,S004,whole_bean,12,14.95,14.95,6.25,0.0,66.6,0.0
2025-08-18,S004,espresso,82,5.75,5.75,1.65,0.0,66.8,0.0
2025-08-18,S004,cold_beverage,92,6.25,6.25,1.85,0.0,66.8,0.0
2025-08-18,S004,tea,43,4.95,4.95,1.25,0.0,66.8,0.0
2025-08-18,S004,food,36,7.25,7.25,3.45,0.0,66.8,0.0
2025-08-18,S004,whole_bean,22,14.95,14.95,6.25,0.0,66.8,0.0
2025-08-19,S004,espresso,71,5.75,5.75,1.65,0.0,65.6,0.0
2025-08-19,S004,cold_beverage,100,6.25,6.25,1.85,0.0,65.6,0.0
2025-08-19,S004,tea,36,4.95,4.95,1.25,0.0,65.6,0.0
2025-08-19,S004,food,42,7.25,7.25,3.45,0.0,65.6,0.0
2025-08-19,S004,whole_bean,16,14.95,14.95,6.25,0.0,65.6,0.0
2025-08-20,S004,espresso,96,5.75,5.75,1.65,0.0,65.2,0.059
2025-08-20,S004,cold_beverage,162,5.0,6.25,1.85,0.2,65.2,0.059
2025-08-20,S004,tea,39,4.21,4.95,1.25,0.15,65.2,0.059
2025-08-20,S004,food,38,7.25,7.25,3.45,0.0,65.2,0.059
2025-08-20,S004,whole_bean,16,14.95,14.95,6.25,0.0,65.2,0.059
2025-08-21,S004,espresso,87,5.75,5.75,1.65,0.0,81.5,0.0
2025-08-21,S004,cold_beverage,110,6.25,6.25,1.85,0.0,81.5,0.0
2025-08-21,S004,tea,28,4.95,4.95,1.25,0.0,81.5,0.0
2025-08-21,S004,food,61,7.25,7.25,3.45,0.0,81.5,0.0
2025-08-21,S004,whole_bean,11,14.95,14.95,6.25,0.0,81.5,0.0
2025-08-22,S004,espresso,94,5.75,5.75,1.65,0.0,64.6,0.0
2025-08-22,S004,cold_beverage,76,6.25,6.25,1.85,0.0,64.6,0.0
2025-08-22,S004,tea,34,4.95,4.95,1.25,0.0,64.6,0.0
2025-08-22,S004,food,77,5.8,7.25,3.45,0.2,64.6,0.0
2025-08-22,S004,whole_bean,27,14.95,14.95,6.25,0.0,64.6,0.0
2025-08-23,S004,espresso,122,5.75,5.75,1.65,0.0,65.9,0.053
2025-08-23,S004,cold_beverage,99,6.25,6.25,1.85,0.0,65.9,0.053
2025-08-23,S004,tea,35,4.95,4.95,1.25,0.0,65.9,0.053
2025-08-23,S004,food,53,7.25,7.25,3.45,0.0,65.9,0.053
2025-08-23,S004,whole_bean,18,14.95,14.95,6.25,0.0,65.9,0.053
2025-08-24,S004,espresso,87,5.75,5.75,1.65,0.0,80.8,0.166
2025-08-24,S004,cold_beverage,134,6.25,6.25,1.85,0.0,80.8,0.166
2025-08-24,S004,tea,36,4.95,4.95,1.25,0.0,80.8,0.166
2025-08-24,S004,food,49,7.25,7.25,3.45,0.0,80.8,0.166
2025-08-24,S004,whole_bean,12,14.95,14.95,6.25,0.0,80.8,0.166
2025-08-25,S004,espresso,78,5.75,5.75,1.65,0.0,63.1,0.0
2025-08-25,S004,cold_beverage,132,5.31,6.25,1.85,0.15,63.1,0.0
2025-08-25,S004,tea,40,4.95,4.95,1.25,0.0,63.1,0.0
2025-08-25,S004,food,58,6.53,7.25,3.45,0.1,63.1,0.0
2025-08-25,S004,whole_bean,20,13.46,14.95,6.25,0.1,63.1,0.0
2025-08-26,S004,espresso,104,5.75,5.75,1.65,0.0,62.1,0.0
2025-08-26,S004,cold_beverage,89,6.25,6.25,1.85,0.0,62.1,0.0
2025-08-26,S004,tea,41,4.95,4.95,1.25,0.0,62.1,0.0
2025-08-26,S004,food,54,7.25,7.25,3.45,0.0,62.1,0.0
2025-08-26,S004,whole_bean,10,14.95,14.95,6.25,0.0,62.1,0.0
2025-08-27,S004,espresso,71,5.75,5.75,1.65,0.0,70.4,0.115
2025-08-27,S004,cold_beverage,113,6.25,6.25,1.85,0.0,70.4,0.115
2025-08-27,S004,tea,33,4.95,4.95,1.25,0.0,70.4,0.115
2025-08-27,S004,food,46,7.25,7.25,3.45,0.0,70.4,0.115
2025-08-27,S004,whole_bean,12,14.95,14.95,6.25,0.0,70.4,0.115
2025-08-28,S004,espresso,88,5.75,5.75,1.65,0.0,67.2,0.057
2025-08-28,S004,cold_beverage,90,6.25,6.25,1.85,0.0,67.2,0.057
2025-08-28,S004,tea,38,4.95,4.95,1.25,0.0,67.2,0.057
2025-08-28,S004,food,62,7.25,7.25,3.45,0.0,67.2,0.057
2025-08-28,S004,whole_bean,28,12.71,14.95,6.25,0.15,67.2,0.057
2025-08-29,S004,espresso,75,5.75,5.75,1.65,0.0,65.2,0.0
2025-08-29,S004,cold_beverage,147,5.0,6.25,1.85,0.2,65.2,0.0
2025-08-29,S004,tea,40,4.95,4.95,1.25,0.0,65.2,0.0
2025-08-29,S004,food,62,7.25,7.25,3.45,0.0,65.2,0.0
2025-08-29,S004,whole_bean,16,14.95,14.95,6.25,0.0,65.2,0.0
2025-08-30,S004,espresso,98,5.75,5.75,1.65,0.0,51.8,0.032
2025-08-30,S004,cold_beverage,92,6.25,6.25,1.85,0.0,51.8,0.032
2025-08-30,S004,tea,50,4.95,4.95,1.25,0.0,51.8,0.032
2025-08-30,S004,food,64,6.53,7.25,3.45,0.1,51.8,0.032
2025-08-30,S004,whole_bean,23,14.95,14.95,6.25,0.0,51.8,0.032
2025-08-31,S004,espresso,125,4.89,5.75,1.65,0.15,63.3,0.136
2025-08-31,S004,cold_beverage,111,6.25,6.25,1.85,0.0,63.3,0.136
2025-08-31,S004,tea,43,4.95,4.95,1.25,0.0,63.3,0.136
2025-08-31,S004,food,52,7.25,7.25,3.45,0.0,63.3,0.136
2025-08-31,S004,whole_bean,12,14.95,14.95,6.25,0.0,63.3,0.136
2025-09-01,S004,espresso,62,5.75,5.75,1.65,0.0,64.4,0.075
2025-09-01,S004,cold_beverage,68,6.25,6.25,1.85,0.0,64.4,0.075
2025-09-01,S004,tea,32,4.95,4.95,1.25,0.0,64.4,0.075
2025-09-01,S004,food,42,6.16,7.25,3.45,0.15,64.4,0.075
2025-09-01,S004,whole_bean,18,12.71,14.95,6.25,0.15,64.4,0.075
2025-09-02,S004,espresso,79,5.75,5.75,1.65,0.0,58.0,0.0
2025-09-02,S004,cold_beverage,105,6.25,6.25,1.85,0.0,58.0,0.0
2025-09-02,S004,tea,42,4.95,4.95,1.25,0.0,58.0,0.0
2025-09-02,S004,food,41,7.25,7.25,3.45,0.0,58.0,0.0
2025-09-02,S004,whole_bean,14,14.95,14.95,6.25,0.0,58.0,0.0
2025-09-03,S004,espresso,73,5.75,5.75,1.65,0.0,63.9,0.0
2025-09-03,S004,cold_beverage,94,6.25,6.25,1.85,0.0,63.9,0.0
2025-09-03,S004,tea,40,4.21,4.95,1.25,0.15,63.9,0.0
2025-09-03,S004,food,44,7.25,7.25,3.45,0.0,63.9,0.0
2025-09-03,S004,whole_bean,11,14.95,14.95,6.25,0.0,63.9,0.0
2025-09-04,S004,espresso,76,5.75,5.75,1.65,0.0,63.1,0.0
2025-09-04,S004,cold_beverage,90,6.25,6.25,1.85,0.0,63.1,0.0
2025-09-04,S004,tea,29,4.95,4.95,1.25,0.0,63.1,0.0
2025-09-04,S004,food,41,7.25,7.25,3.45,0.0,63.1,0.0
2025-09-04,S004,whole_bean,14,14.95,14.95,6.25,0.0,63.1,0.0
